rank,youtuber,subscribers,video_views,category,title,uploads,country,abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_month,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_month,created_year,created_month,created_date,gross_tertiary_education_enrollment_percent,population,unemployment_rate,urban_population,latitude,longitude
114,T-Series Apna Punjab,34600000,21306315429,Music,T- Series Apna Punjab,0,,,News,4057944.0,,4653.0,,0,0,0,0,,2020.0,Jul,9.0,,,,,,
115,Techno Gamerz,34400000,9690499664,Gaming,TechnoGamerz,1,,,Games,4057311.0,,7489.0,86.0,0,0,0,4,3.0,2010.0,May,19.0,,,,,,
116,Geet MP3,34300000,12746535822,Music,Geet MP3,679,India,IN,Music,299.0,31.0,41.0,101357000.0,25300,405400,304100,4900000,100000.0,2016.0,Oct,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
117,J Balvin,34100000,23005313609,Music,J Balvin,141,Colombia,CO,Music,89.0,2.0,42.0,128696000.0,32200,514800,386100,6200000,100000.0,2011.0,Feb,18.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
118,Jess No Limit,34000000,3963007415,Entertainment,Jess No Limit,2284,Indonesia,ID,Entertainment,1882.0,1.0,33.0,547141000.0,136800,2200000,1600000,26300000,5500000.0,2017.0,Sep,7.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
119,Jingle Toons,34000000,11351015824,Film & Animation,Jingle Toons,240,India,IN,Film,360.0,32.0,8.0,179903000.0,45000,719600,539700,8600000,600000.0,2013.0,Jan,24.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
120,VEGETTA777,33800000,15432929204,Gaming,VEGETTA777,7606,Spain,ES,Games,211.0,2.0,10.0,39094000.0,9800,156400,117300,1900000,,2008.0,Mar,2.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
121,Galinha Pintadinha,33800000,27274550757,Film & Animation,Galinha Pintadinha,66,Brazil,BR,Film,54.0,8.0,9.0,403508000.0,100900,1600000,1200000,19400000,200000.0,2006.0,Aug,30.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
122,SSSniperWolf,33700000,23492684419,Gaming,SSSniperWolf,3366,United States,US,Entertainment,83.0,37.0,35.0,210955000.0,52700,843800,632900,10100000,200000.0,2013.0,Jan,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
123,Desi Music Factory,33700000,10189027455,Music,Desi music factory,2,,,Music,4057699.0,,5775.0,,0,0,0,0,,2018.0,Apr,10.0,,,,,,
124,Selena Gomez,33600000,13013567335,Film & Animation,Selena Gomez,188,United States,US,Music,288.0,38.0,43.0,115792000.0,28900,463200,347400,5600000,200000.0,2008.0,Feb,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
125,Rajshri,33500000,14864294792,Music,Rajshri,3741,India,IN,Entertainment,222.0,34.0,36.0,272255000.0,68100,1100000,816800,13100000,500000.0,2006.0,Mar,24.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
126,Ch3Thailand,33500000,29611914495,Entertainment,Ch3Thailand,96214,Thailand,TH,Entertainment,41.0,3.0,37.0,61307000.0,0,0,0,0,100000.0,2014.0,May,29.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
127,KHANDESHI MOVIES,33500000,11405809704,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357.0,35.0,4.0,24736000.0,6200,98900,74200,1200000,100000.0,2013.0,Nov,11.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
128,NoCopyrightSounds,33400000,10530729078,Music,NoCopyrightSounds,1331,United Kingdom,GB,Music,402.0,3.0,44.0,55654000.0,13900,222600,167000,2700000,,2011.0,Aug,14.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
129,CVS 3D Rhymes & Kids Songs,33400000,20269857567,Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,120.0,35.0,9.0,136084000.0,34000,544300,408300,6500000,200000.0,2008.0,Aug,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
130,Ricis Official,33300000,5994136760,People & Blogs,Ricis Official,2736,Indonesia,ID,Entertainment,1043.0,2.0,34.0,157101000.0,39300,628400,471300,7500000,1900000.0,2016.0,Jan,15.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
131,BabyBus - Kids Songs and Cartoons,32800000,26355088167,Education,BabyBus - Kids Songs and Cartoons,2122,United States,US,Education,64.0,39.0,10.0,127498000.0,31900,510000,382500,6100000,200000.0,2016.0,Jul,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
132,Eros Now Music,32700000,17853798780,Entertainment,Mzaalo,1521,India,IN,Entertainment,8055.0,730.0,838.0,20263000.0,5100,81100,60800,972600,40000.0,2012.0,Mar,14.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
133,BETER B��,32700000,19180039918,,BETER B��,2738,Turkey,TR,Games,137.0,1.0,11.0,1463000000.0,365900,5900000,4400000,70200000,2100000.0,2012.0,Dec,12.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
134,DisneyMusicVEVO,32700000,28516250629,Music,DisneyMusicVEVO,2068,United States,US,Music,50.0,40.0,45.0,329861000.0,82500,1300000,989600,15800000,300000.0,2010.0,May,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
135,The Weeknd,32600000,23379969006,Music,The Weeknd,169,Canada,CA,Music,85.0,3.0,45.0,373828000.0,93500,1500000,1100000,17900000,200000.0,2011.0,Feb,25.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
136,WowKidz,32200000,16613441479,Film & Animation,wowkidz,2,,,Entertainment,4053139.0,,6723.0,1.0,0,0,0,0,,2006.0,Dec,16.0,,,,,,
137,KAROL G,32100000,18699145555,Music,KAROL G,134,Colombia,CO,Music,140.0,3.0,46.0,465647000.0,116400,1900000,1400000,22400000,300000.0,2013.0,Mar,14.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
138,Mr Bean,32100000,10602236110,Shows,Mr Bean,3091,United Kingdom,GB,Comedy,400.0,4.0,5.0,56534000.0,14100,226100,169600,2700000,100000.0,2006.0,Jan,4.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
139,rezendeevil,32100000,13061739758,Gaming,rezendeevil,11882,Brazil,BR,Entertainment,287.0,9.0,40.0,44505000.0,11100,178000,133500,2100000,,2012.0,Feb,12.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
140,StarPlus,32000000,26800674545,Entertainment,StarPlus,44892,India,IN,Entertainment,60.0,38.0,40.0,1667000000.0,416800,6700000,5000000,80000000,1200000.0,2006.0,May,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
141,SMTOWN,31900000,27330239663,Music,SMTOWN,4158,,,Music,53.0,,47.0,233402000.0,58400,933600,700200,11200000,100000.0,2006.0,Mar,18.0,,,,,,
142,GMA  Network,31900000,19428308461,Entertainment,GMA  Network,93311,Philippines,PH,Entertainment,129.0,2.0,41.0,798510000.0,199600,3200000,2400000,38300000,500000.0,2006.0,Nov,20.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
143,GENIAL,31800000,6762424690,Howto & Style,GENIAL,6734,Mexico,MX,Howto,884.0,4.0,4.0,31455000.0,7900,125800,94400,1500000,,2017.0,Jun,1.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
144,MR. INDIAN HACKER,31700000,5711208484,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,1132.0,40.0,1.0,109125000.0,27300,436500,327400,5200000,500000.0,2012.0,Jun,21.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
145,Worldwide Records Bhojpuri,31700000,16476978876,Music,Worldwide Records Bhojpuri,6518,India,IN,Music,177.0,39.0,48.0,112648000.0,28200,450600,337900,5400000,200000.0,2012.0,Mar,15.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
146,DONA ��,31700000,21031745531,Entertainment,DONA ��,166,United States,US,Entertainment,110.0,41.0,42.0,153280000.0,38300,613100,459800,7400000,200000.0,2018.0,Apr,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
147,Dream,31700000,2930015381,Gaming,Dream,116,United States,US,Games,2986.0,41.0,12.0,27022000.0,6800,108100,81100,1300000,200000.0,2014.0,Feb,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
148,Lucas and Marcus,31600000,11615848291,Entertainment,Lucas and Marcus,1321,United States,US,Entertainment,339.0,42.0,43.0,312099000.0,78000,1200000,936300,15000000,400000.0,2011.0,Jan,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
149,JustinBieberVEVO,31600000,26583873105,Music,JustinBieberVEVO,204,United States,US,Music,63.0,42.0,49.0,105126000.0,26300,420500,315400,5000000,,2009.0,Sep,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
150,Luis Fonsi,31400000,15176762479,Entertainment,luisfonsi,0,,,,4057944.0,,,,0,0,0,0,,2006.0,Mar,31.0,,,,,,
151,Peppa Pig - Official Channel,31400000,22919271731,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,GB,Education,91.0,5.0,11.0,244925000.0,61200,979700,734800,11800000,300000.0,2013.0,Oct,9.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
152,YOLO AVENTURAS,31200000,9673649438,People & Blogs,YOLO AVENTURAS,65,Venezuela,VE,Comedy,3361188.0,522.0,2270.0,3589.0,0,14,11,172,100.0,2018.0,Dec,16.0,79.3,28515829.0,8.8,25162368.0,6.42375,-66.58973
153,The Tonight Show Starring Jimmy Fallon,31200000,17111726160,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,US,Comedy,166.0,44.0,6.0,22511000.0,0,0,0,0,100000.0,2006.0,Jan,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
154,TheDonato,31200000,6187804950,Entertainment,TheDonato,3027,Argentina,AR,Games,997.0,3.0,12.0,190679000.0,47700,762700,572000,9200000,1900000.0,2015.0,Feb,17.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
155,ImagineDragons,30700000,16793072362,Music,ImagineDragons,92,United States,US,Music,169.0,45.0,50.0,188837000.0,47200,755300,566500,9100000,100000.0,2009.0,Aug,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
156,Diana and Roma ESP,30700000,12355992466,,Diana and Roma ESP,578,United States,US,Entertainment,313.0,45.0,45.0,102998000.0,25700,412000,309000,4900000,200000.0,2016.0,Nov,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
157,Round2hell,30700000,3145161634,Comedy,Round2hell,67,India,IN,Entertainment,2687.0,41.0,45.0,31822000.0,8000,127300,95500,1500000,300000.0,2016.0,Oct,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
158,Zee News,30500000,16709857823,News & Politics,Zee News,180092,India,IN,News,168.0,41.0,4.0,461472000.0,115400,1800000,1400000,22200000,600000.0,2007.0,Jun,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
159,AboFlah,30500000,4521573939,Gaming,AboFlah,641,Kuwait,KW,Entertainment,1573.0,1.0,7.0,157908000.0,39500,631600,473700,7600000,1300000.0,2016.0,Jul,28.0,54.4,4207083.0,2.18,4207083.0,29.31166,47.481766
160,AH,30400000,4332274962,Entertainment,AH,2197,Indonesia,ID,Entertainment,1701.0,4.0,46.0,21440000.0,5400,85800,64300,1000000,,2014.0,Jan,26.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
161,Trap Nation,30400000,14037426379,Music,Trap Nation,2725,United States,US,Music,255.0,46.0,51.0,45822000.0,11500,183300,137500,2200000,,2012.0,Sep,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
162,��������������� ������ ������������������,30400000,17999961915,,��������������� ������ ������������������,532,United States,US,Entertainment,147.0,46.0,46.0,122926000.0,30700,491700,368800,5900000,300000.0,2018.0,Nov,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
163,Boram Tube Vlog [���������,30300000,13546549817,Entertainment,Boram Tube Vlog [���������,223,United States,US,Entertainment,269.0,47.0,47.0,22724000.0,5700,90900,68200,1100000,,2012.0,Feb,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
164,Adele,30200000,14199108016,Music,Adele,15,United Kingdom,GB,Music,248.0,6.0,53.0,137099000.0,34300,548400,411300,6600000,100000.0,2008.0,Apr,4.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
165,Talking Tom,30200000,15199330166,Comedy,TalkingTom,2,United States,US,Entertainment,4057345.0,7736.0,6776.0,,0,0,0,0,,2008.0,Jun,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
166,�������� �������� ���������� | toyoraljanahtv,30200000,27684955537,Entertainment,�������� �������� ���������� | toyoraljanahtv,3254,Jordan,JO,Music,51.0,1.0,52.0,116434000.0,29100,465700,349300,5600000,100000.0,2008.0,Nov,24.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414
167,Frost Diamond,30100000,7277493940,Gaming,frostdiamond,0,,,,4057944.0,,,,0,0,0,0,6.0,2006.0,Aug,10.0,,,,,,
168,Spinnin' Records,30100000,19607009165,Music,Spinnin' Records,11501,Netherlands,NL,Music,127.0,1.0,54.0,100040000.0,25000,400200,300100,4800000,100000.0,2007.0,Jul,12.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266
169,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994,Education,Little Angel: Nursery Rhymes & Kids Songs,1349,United States,US,Education,95.0,49.0,12.0,107525000.0,26900,430100,322600,5200000,,2015.0,Dec,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
170,jacksepticeye,30100000,16246625836,Gaming,jacksepticeye,5114,,,Games,183.0,2.0,14.0,40425000.0,10100,161700,121300,1900000,100000.0,2007.0,Feb,24.0,,,,,,
171,Shawn Mendes,30000000,12831200855,Music,Shawn Mendes,133,Canada,CA,Music,295.0,4.0,55.0,88749000.0,22200,355000,266200,4300000,,2011.0,Jan,19.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
172,ashish chanchlani vines,29800000,4457913639,Comedy,ashish chanchlani vines,151,India,IN,Comedy,1622.0,42.0,8.0,26171000.0,6500,104700,78500,1300000,100000.0,2009.0,Jul,6.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
173,Ultra Records,29600000,17208027242,Music,Ultra Records,4903,United States,US,Music,165.0,50.0,56.0,81884000.0,20500,327500,245700,3900000,,2006.0,Oct,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
174,Popular on YouTube,29300000,0,,Popular on Youtube,3,,,Education,4019724.0,,4847.0,1.0,0,0,0,0,,2017.0,Aug,7.0,,,,,,
175,Maluma,29300000,21226945136,Music,MaLuMa,14,Argentina,AR,People,4051498.0,3624.0,7658.0,15.0,0,0,0,0,,2015.0,Oct,31.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
176,Zhong,29200000,14727238483,Entertainment,Zhong,1513,United States,US,Entertainment,230.0,51.0,48.0,180519000.0,0,0,0,0,1000000.0,2015.0,Jan,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
177,Enaldinho,29200000,11627437847,Comedy,Enaldinho,3654,Brazil,BR,Games,338.0,10.0,15.0,303100000.0,75800,1200000,909300,14500000,1000000.0,2012.0,Nov,7.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
178,AuronPlay,29200000,4079141673,Comedy,AuronPlay,404,Spain,ES,Comedy,1852.0,3.0,9.0,12143000.0,3000,48600,36400,582900,,2006.0,Feb,28.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
179,Shorts Break,29000000,19466238065,Comedy,shorts break,42,,,,3997024.0,,,60805.0,15,243,182,2900,151.0,2021.0,Jan,28.0,,,,,,
180,infobells - Tamil,28900000,17930570614,Education,infobells - Tamil,555,India,IN,Education,149.0,44.0,13.0,109828000.0,27500,439300,329500,5300000,200000.0,2014.0,Mar,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
181,Aditya Music India,28500000,25857994495,Music,Aditya Music,0,,,Music,4057944.0,,4721.0,,0,0,0,0,,2010.0,Dec,16.0,,,,,,
182,The Late Late Show with James Corden,28400000,9956764048,Entertainment,The Late Late Show with James Corden,5809,United States,US,Entertainment,445.0,53.0,49.0,26435000.0,6600,105700,79300,1300000,,2006.0,Nov,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
183,Aditya Movies,28400000,10062770060,Movies,Aditya Movies,5436,India,IN,Film,432.0,45.0,11.0,227355000.0,56800,909400,682100,10900000,500000.0,2012.0,Feb,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
184,Masha y el Oso,28300000,13577142726,Film & Animation,Masha y El oso,6,,,,4057907.0,,,2.0,0,0,0,0,,2019.0,Jul,21.0,,,,,,
185,infobells - Telugu,28300000,14814192034,Education,infobells - Telugu,505,India,IN,Education,223.0,45.0,14.0,288110000.0,72000,1200000,864300,13800000,800000.0,2014.0,Mar,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
186,HUM TV,28300000,23844936965,Entertainment,HUM TV,106983,Pakistan,PK,Entertainment,80.0,3.0,49.0,684860000.0,171200,2700000,2100000,32900000,700000.0,2011.0,May,25.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
187,Shemaroo Movies,28200000,7600740993,Entertainment,Shemaroo Movies,3009,India,IN,Film,721.0,46.0,13.0,184966000.0,46200,739900,554900,8900000,500000.0,2011.0,Mar,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
188,Michael Jackson,28200000,14412474625,Music,Michael Jackson,15,United States,US,Music,242.0,54.0,59.0,158591000.0,39600,634400,475800,7600000,200000.0,2005.0,Jun,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
189,Drake,28100000,15318895118,Music,drake,3,,,Film,4011030.0,,4909.0,31.0,0,0,0,1,1.0,2005.0,Sep,23.0,,,,,,
190,Goldmines Dishoom,28000000,8603468420,Film & Animation,Goldmines Dishoom,3878,,,Film,587.0,,14.0,129211000.0,32300,516800,387600,6200000,400000.0,2016.0,Nov,26.0,,,,,,
191,Sandeep Maheshwari,27800000,2303069221,People & Blogs,Sandeepmaheshwari,0,Singapore,SG,,4057944.0,3017.0,,,0,0,0,0,1.0,2008.0,Jan,2.0,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836
192,Bounce Patrol - Kids Songs,27800000,21037851468,Music,Bounce Patrol - Kids Songs,292,Australia,AU,Music,111.0,1.0,61.0,127441000.0,31900,509800,382300,6100000,,2013.0,Jan,1.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
193,toycantando,27700000,15777682516,Music,toycantando,619,Colombia,CO,Music,197.0,4.0,62.0,173836000.0,43500,695300,521500,8300000,200000.0,2009.0,Jul,7.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
194,MrBeast 2,27500000,4552581106,People & Blogs,Leaux Pass,27,United States,US,Music,2161873.0,5889.0,4311.0,649.0,0,0,0,0,,2011.0,Jun,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
195,Wiz Khalifa,27500000,13379395501,Music,Wiz Khalifa,682,United States,US,Music,275.0,57.0,63.0,90450000.0,22600,361800,271300,4300000,100000.0,2008.0,May,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
196,JYP Entertainment,27400000,19883150017,Music,JYP Entertainment,1753,South Korea,KR,Music,124.0,4.0,64.0,307631000.0,76900,1200000,922900,14800000,200000.0,2008.0,Jan,25.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
197,��� Kids Roma Show,27400000,10336420490,People & Blogs,��� Kids Roma Show,642,United States,US,Entertainment,418.0,58.0,50.0,175844000.0,44000,703400,527500,8400000,400000.0,2015.0,May,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
198,DanTDM,27400000,19417887510,Gaming,DanTDM,3664,United Kingdom,GB,Games,132.0,7.0,16.0,78668000.0,19700,314700,236000,3800000,500000.0,2012.0,Jul,14.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
199,Nick Jr.,27300000,22440611155,Film & Animation,Nick Jr.,5438,United States,US,Entertainment,100.0,59.0,51.0,42546000.0,10600,170200,127600,2000000,200000.0,2012.0,Sep,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
200,Crazy XYZ,27300000,7705492350,Entertainment,Crazy XYZ,1259,India,IN,Tech,707.0,48.0,2.0,102235000.0,25600,408900,306700,4900000,100000.0,2017.0,Sep,10.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
201,ToyPuddingTV,27100000,15916882228,Entertainment,ToyPudding TV[�����,2,,,People,4052296.0,,7692.0,14.0,0,0,0,0,,2017.0,Jun,7.0,,,,,,
202,Dushyant kukreja,27100000,17318452893,Entertainment,Dushyant kukreja,889,India,IN,Entertainment,159.0,49.0,52.0,429692000.0,107400,1700000,1300000,20600000,700000.0,2015.0,Sep,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
203,Gulshan Kalra,27100000,12732444881,Howto & Style,Gulshan Kalra,545,,,Howto,296.0,,5.0,502779000.0,125700,2000000,1500000,24100000,1300000.0,2018.0,Apr,9.0,,,,,,
204,Brent Rivera,27000000,6570935979,Comedy,Brent Rivera,554,United States,US,Entertainment,909.0,60.0,53.0,144453000.0,36100,577800,433400,6900000,300000.0,2009.0,Aug,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
205,Renato Garcia YT,26900000,7938616641,Entertainment,Renato Garcia YT,3956,Brazil,BR,Entertainment,664.0,11.0,54.0,82912000.0,20700,331600,248700,4000000,200000.0,2011.0,Sep,29.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
206,Beast Reacts,26700000,4388047013,People & Blogs,Beast Reacts,241,United States,US,Entertainment,1632.0,61.0,54.0,276187000.0,69000,1100000,828600,13300000,1200000.0,2016.0,Apr,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
207,enchufetv,26700000,10317306313,Comedy,enchufetv,975,Colombia,CO,Comedy,420.0,5.0,11.0,24363000.0,6100,97500,73100,1200000,,2011.0,Nov,13.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
208,Netflix,26700000,7173668905,Entertainment,Netflix,6471,United States,US,Entertainment,797.0,62.0,55.0,118226000.0,29600,472900,354700,5700000,200000.0,2012.0,Jul,17.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
209,Raffy Tulfo in Action,26500000,15065753455,News & Politics,Raffy Tulfo in Action,10022,Philippines,PH,News,219.0,3.0,5.0,163130000.0,40800,652500,489400,7800000,300000.0,2016.0,Apr,20.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
210,WORLDSTARHIPHOP,26500000,20358117330,Music,WORLDSTARHIPHOP,6873,United States,US,Music,117.0,63.0,65.0,89098000.0,22300,356400,267300,4300000,,2008.0,Nov,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
211,Goldmines Bollywood,26400000,8595760553,Film & Animation,Goldmines Bollywood,3622,India,IN,Film,588.0,50.0,15.0,99677000.0,24900,398700,299000,4800000,400000.0,2015.0,Jul,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
212,Alan Chikin Chow,26400000,27006526665,Comedy,Alan Chikin Chow,865,United States,US,Comedy,61.0,63.0,12.0,1046000000.0,261500,4200000,3100000,50200000,1300000.0,2020.0,Feb,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
